Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sub-Saharan Africa (IDA & IBRD countries),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.67414856,49.9936409,50.62374878,51.10168076,51.69055939,52.33940125,52.8116188,53.17251968,53.72444153,54.43320084,54.72776031,55.34564972,56.19274902,56.8682518,57.72549057,56.25376129,57.49454117,57.98503876,58.34712982,59.8666687,58.89574051,60.25526047,57.71746063,57.88127899,58.65356064,59.2130394,60.78815842,61.96923828,62.83042908,63.51337814,64.13227844,64.86139679,65.22324371,66.68363953,67.41085815,67.54763031,67.59192657,67.7150116
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.97032166,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.93855286,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.90000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.19070053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.29699707,NA,NA,77.19039917,77.7146225,NA,79.13057709,79.65390778,80.21875,NA,79.03643036,NA,NA,NA,NA,NA,NA,NA,83.55999756
Turkiye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.62768173,NA,NA,NA,NA,65.69434357,NA,NA,NA,NA,75.96823883,NA,NA,NA,NA,79.23245239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.36549377,88.22905731,88.1193924,88.65589905,NA,90.81671906,92.66059875,94.10608673,94.9197464,95.25666046,95.4396286,95.60141754,96.16732788,96.15052795,NA,96.74221039,NA,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.11380005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.43090057,NA,NA,NA,NA,NA,NA,NA,67.80069733,NA,78.10059357,NA,NA,77.88722992,NA,NA,NA,NA,NA,NA,82.01999664
Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.10737991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.14250946,NA,NA,NA,71.37313843,NA,NA,NA,73.21188354,NA,70.1982193,NA,NA,NA,NA,NA,76.52749634,NA,NA,NA,80.58999634
Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.43041229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.97434998,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
Upper middle income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.74028778,68.93138885,69.90413666,70.97245026,71.50331879,72.8753891,73.44789886,74.57849884,75.58397675,76.43733215,77.26837158,78.11402893,81.40846252,82.00051117,81.94503021,83.056633,83.58291626,84.08187866,84.56281281,85.04724884,85.50187683,89.81378937,90.20423889,90.52339935,90.84069824,91.18141937,91.4581604,91.86901855,92.1204071,92.44410706,92.73255157,93.57467651,93.85072327,93.93437195,94.13539886,94.38587189,94.83447266,94.60601044,95.30264282,95.07113647,95.64910889,95.62960052,95.42072296,95.73506165,95.95691681,95.91166687,95.95597076
Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.86106873,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.37998199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.78180695,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.78962708,97.8638916,98.16355896,98.26722717,98.07270813,98.33589935,98.39594269,98.36386871,98.43592834,98.52387238,98.56147003,98.61572266,98.70385742,98.7703476,NA,NA,NA
United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.64257813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.99485779,99.98055267,99.98383331,99.98657227,NA,99.9928894,99.99994659,NA,99.99791718,99.99997711
St. Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.63215637,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.90000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela, RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.73220062,NA,NA,NA,NA,NA,NA,NA,NA,89.82524872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.97982788,NA,NA,NA,NA,NA,95.1546402,NA,95.51199341,NA,94.7702179,NA,NA,NA,96.60521698,97.12709045,NA,NA,NA,NA,NA,97.59999847
British Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virgin Islands (U.S.),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viet Nam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.82594299,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.59645081,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.27829742,90.15612793,NA,NA,NA,NA,NA,NA,NA,NA,93.52044678,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7538681,NA,NA,NA
Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.87392044,NA,NA,NA,NA,58.20000076,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.69999695,NA,NA,NA,NA,74,NA,NA,NA,NA,78.40000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.69999695,NA,NA,NA,NA,NA,NA,89.09999847,NA
World,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.58654785,65.87832642,66.5010376,67.15500641,67.58338165,68.29190826,68.8494873,69.55039978,70.20851898,70.80339813,71.35791779,72.04868317,73.77015686,74.30384064,74.6057663,75.19876099,75.64575195,76.05962372,76.46276855,76.86894226,77.25817108,79.24868011,80.43392944,80.7684021,80.87451935,81.20433044,81.57198334,82.06555939,82.43894196,82.37776947,82.46365356,82.92806244,83.25666046,83.51319885,84.16000366,84.32264709,84.76106262,84.86013794,85.43370819,85.60182953,86.06115723,86.2882309,86.33905029,86.48960114,86.7115097,86.85275269,87.01174927
Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.94432831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.97325897,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.09999847,NA
Kosovo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen, Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.09000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.09999847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.20049286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.40209961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.71724701,NA,92.89485931,92.87731934,93.10214233,93.7294693,NA,94.13990021,94.36791992,NA,87.04666901,NA,95.02297211,NA,90.00135803,NA
Zambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.99828339,NA,NA,NA,NA,NA,NA,NA,NA,68.00179291,NA,NA,69.14922333,NA,NA,NA,NA,61.12709045,NA,NA,83.00766754,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,NA,NA
Zimbabwe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.79416656,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.51258087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.58271027,NA,NA,88.69342041,NA,NA,NA,NA,NA,NA,NA,89.84999847
